,names_all,name_index,match,Cluster
7210,Ibm Seafoods Corp.,7210,"[7208, 1217, 13514, 16295, 12874]",15
7211,Ibrahim International,7211,"[5196, 6589, 5246, 488, 7097]",22
7212,Ibs Hunde Mexico S. De R.L. De C.V.,7212,"[15243, 13136, 6558, 8636, 17273, 15662, 8150, 1616, 7105, 2255, 5258, 11863, 17823, 15475, 11081, 7618, 7837, 202, 9333, 4435, 15105, 2495, 3251, 3215, 11621, 13033, 10190, 13453, 11071, 909, 4510, 5851, 4660, 1414, 2959, 4765, 13433, 1968, 12192, 10723, 5641, 2403, 761, 14689, 7544, 13202, 11181, 7914]",6
7213,"Ic Ice Make Refrigeration Pvt., Ltd.",7213,"[1893, 7159, 411, 1453, 2608, 9060, 9312, 354, 106]",12
7214,Ic Servicios Logisticos Sac,7214,"[2508, 14576, 11894, 16466, 10921, 6358, 12872, 447, 443, 3630, 9087, 2746, 15047, 11120, 16118, 9822, 9091, 3010, 262, 2661, 12692, 5358, 11082, 13161, 302, 1181, 15076, 16887, 4625, 48, 13745, 13392, 14558, 5587, 7935, 10181, 7493]",12
7215,Icelandic Textiles Ltd.,7215,"[5036, 16854, 5031, 7223, 6878, 9060, 5339, 2769, 10292, 33, 4133, 5287, 9705, 12052, 5037, 12749, 9188, 7658, 5891, 2745, 15322, 9028, 12089]",16
7216,Icici Bank Ltd.,7216,"[7149, 2994, 4485, 3201, 7223, 1000, 9247, 16008]",10
7217,Icl America Ltd.,7217,"[5131, 729, 9971, 10923, 8996, 15065, 11768, 7223, 7282, 4547, 9838, 400, 14715, 6028, 12526, 4983, 8015, 8960, 9012, 2251, 14508, 16300, 2082, 9933, 15416, 12855, 2796, 6612, 16763, 8151, 17460, 10724, 15415, 15102, 17002, 5735, 851, 4838, 11767, 2971, 13003, 11054, 2313, 14894, 10170, 11219, 14723, 11742, 16152, 12714, 11220, 2817, 9485, 13411, 9060, 15282, 3425, 9846]",13
7218,Icl Fosfatos Y Aditivos Mexico,7218,"[7751, 2425, 7224, 5485, 14919, 14506, 16365, 4067, 9737, 7223, 3087, 10959, 531, 4124, 13167, 16158, 13521, 3086, 12022]",6
7219,Icl Ip America,7219,"[7023, 488, 5333, 11221, 12903, 16714, 6105, 14543, 10774, 11363, 9980, 2403, 7217, 262, 16429, 851, 10669, 4983, 15503, 10172, 13418, 16207, 10663, 6612, 5262, 4917]",13
7220,Icl Performance Products Lp,7220,"[192, 262, 11895, 14222, 8320, 458, 6240, 4069, 12573, 9423, 11426, 4029, 8629, 11432, 16749, 5342, 9663, 16761, 9161, 17259]",11
7221,Icobandas S A,7221,"[12741, 12965, 8581, 3178, 10196, 4468, 16390, 11905, 1264, 1575, 7575, 5295, 11615, 16268, 15628, 3224, 14306, 313, 876, 7500, 3258]",10
7222,Icobandas Sa,7222,"[870, 1653, 5292, 7416, 92, 16821, 6188, 16554, 14306, 11615, 6106, 6630, 2378, 6480, 3270, 16391, 12855, 7223, 13338]",6
7223,Ict,7223,"[13741, 11657, 15567, 17553, 11107, 7962, 16699, 16882, 17823, 6835, 5519, 15229, 2485, 8556, 1074, 7551, 10427, 11111, 6921, 11341, 4888, 2994, 9095, 5554, 5638, 12256, 1458, 482, 17490, 1325, 15869, 13736, 1506, 9875, 113, 14257, 13363, 14059, 3546, 915, 2609, 13735, 7066, 15188, 1700, 9586, 11933, 17428, 17022, 3893, 7383, 3976, 9097, 952, 2197, 16903, 3262, 12227, 6017, 13177, 9980, 10287, 8503, 3669, 11609, 10497, 17709, 11435, 17814, 12580, 10088, 2734, 9166, 14254, 15123, 8879, 11298, 12299, 8109, 14641, 4017, 6128, 16530, 5231, 7024, 17812, 356, 4935, 3863, 1589, 7045, 7248, 7592, 9976, 1614, 5134, 10249, 17387, 16158, 5525, 631, 3795, 2758, 14628, 3886, 16566, 10672, 13953, 16221, 5927, 2288, 478, 3913, 11761, 15826, 13556, 491, 4960, 14749, 16574, 16902, 7501, 7018, 11946, 8036, 7072, 10699, 4973, 1011, 16323, 8385, 14433, 12556, 17276, 4076, 14847, 6250, 9333, 10414, 14348, 13593, 7662, 16062, 12462, 15619, 3764, 12486, 14303, 8446, 3840, 673, 17580, 5821, 2574, 2300, 15231, 11484, 4217, 13770, 11856, 8017, 5384, 10544, 813, 14447, 5259, 2508, 16443, 1400, 1324, 443, 10689, 12566, 7682, 2139, 7740, 7751, 16079, 5182, 806, 575, 15293, 450, 5952, 10673, 14311, 16469, 8186, 5668, 9205, 1623, 15135, 837, 9101, 6391, 4094, 17460, 14977, 14615, 15712, 10286, 8700, 2186, 10103, 7925, 9155, 17002, 13967, 13974, 7587, 4505, 4174, 9956, 13854, 659, 8962, 3505, 1313, 1668, 16324, 14020, 12288, 16697, 4355, 5116, 8529, 13909, 12274, 7732, 4769, 5419, 5258, 9905, 5488, 2121, 8504, 6735, 12528, 480, 12862, 8072, 3568, 16337, 7603, 16788, 11512, 10862, 12070, 16424, 14228, 17752, 15906, 3264, 3917, 9379, 2833, 12915, 17395, 10081, 85, 10114, 17499, 11670, 11944, 15485, 3375, 9616, 1595, 1818, 8906, 17113, 3861, 10111, 2209, 15521, 16466, 11205, 6264, 10711, 14258, 7216, 7839, 6439, 11967, 5621, 7305, 8971, 4289, 16638, 9404, 7067, 12029, 2629, 9485, 11772, 3287, 6669, 15378, 2030, 7263, 13730, 2556, 15750, 9304, 13765, 4184, 15903, 17209, 502, 17251, 757, 2809, 4097, 10162, 3492, 9776, 4279, 7917, 17674, 17801, 10020, 10152, 5557, 2939, 2469, 14912, 8969, 4789, 13037, 10731, 14667, 7767, 14417, 13270, 9226, 16910, 3730, 17806, 5412, 16912, 17571, 5723, 7605, 6612, 2831, 16877, 12481, 9275, 2549, 4100, 4601, 5962, 4903, 15376, 13065, 6025, 1636, 6055, 2652, 511, 13062, 9078, 16696, 14420, 12411, 808, 14534, 4793, 17115, 5047, 16352, 10296, 14252, 9465, 4699, 9220, 10778, 1825, 15303, 15684, 9016, 10478, 16792, 11180, 12777, 4231, 15091, 6825, 3325, 12668, 6956, 14217, 1170, 8628, 15530, 6318, 17131, 9837, 17768, 7219, 3100, 6673, 6986, 4901, 539, 17698, 7458, 10120, 1801, 14016, 2289, 17642, 16765, 2395, 17303, 7617, 9691, 8505, 13825, 653, 1833, 3949, 14426, 6863, 6338, 2705, 12483, 891, 16326, 12077, 11601, 9711, 6433, 4945, 14128, 12013, 3553, 2124, 6442, 17501, 7477, 6998, 3357, 12590, 13807, 14834, 16510, 13871, 11423, 5223, 7644, 8219, 16731, 12413, 4623, 9460, 6071, 16790, 2713, 5437, 9185, 7479, 13302, 13029, 14263, 13968, 13595, 9468, 15752, 3940, 4510, 8517, 11719, 15796, 10555, 8469, 7064, 4586, 1187, 2777, 10935, 14698, 15403, 5295, 11093, 5757, 7717, 8535, 11907, 16577, 6813, 4165, 12435, 6072, 12482, 3828, 10074, 4116, 5174, 48, 12403, 17815, 8960, 13872, 962, 9463, 8047, 403, 6783, 9089, 6812, 13874, 10890, 13152, 3079, 16272, 10174, 916, 13761, 9979, 7430, 4753, 13631, 4868, 11260, 5357, 11637, 14151, 7044, 13532, 5372, 9601, 9590, 14313, 864, 10187, 16322, 15072, 8848, 4096, 10716, 11197, 2677, 12588, 17168, 11181, 11270, 3605, 670, 7593, 17123, 2138, 13934, 10107, 4735, 8018, 8281, 9982, 4373, 13594, 3063, 951, 13369, 15559, 14099, 9767, 6364, 16384, 11343, 6456, 16878, 5210, 6143, 7475, 13400, 16327, 13207, 5975, 8486, 6799, 4115, 6233, 16003, 4112, 14143, 7334, 13413, 17341, 10762, 2912, 6683, 9663, 4230, 7224, 13519, 9100, 301, 15413, 5915, 12141, 4937, 744, 3427, 16668, 5545, 13733, 13520, 8472, 11199, 2028, 12040, 997, 15067, 4781, 6113, 2313, 4705, 6598, 6712, 10642, 14158, 11649, 9483, 4487, 6950, 7372, 9334, 10033, 15643, 6196, 14642, 15206, 15132, 10434, 497, 2954, 6165, 11928, 9961, 17735, 413, 17230, 7257, 1596, 11717, 16811, 6511, 5451, 8945, 15960, 12204, 1277, 964, 14793, 9991, 16952, 9955, 14677, 8435, 2913, 17252, 1981, 2582, 5032, 3041, 1645, 14590, 7443, 16589, 13931, 13387, 4770, 13100, 14510, 3585, 4315, 12600, 10557, 9949, 1944, 2351, 12936, 8416, 14643, 2678, 15379, 11248, 8685, 11004, 16527, 9201, 9600, 2260, 6374, 2744, 10910, 11054, 1331, 10189, 17189, 15255, 5983, 17728, 7341, 11904, 10680, 7620, 14898, 6924, 2325, 9672, 14214, 3172, 2766, 25, 12126, 10462, 9449, 15528, 11824, 9984, 7628, 508, 14199, 3237, 11598, 3698, 1476, 17461, 17453, 2082, 7849, 8073, 1143, 15938, 7693, 64, 1935, 17755, 662, 11422, 7636, 6169, 2949, 8116, 10674, 3783, 4829, 15754, 10070, 11545, 2291, 7969, 11621, 11541, 12060, 635, 4247, 15555, 11720, 53, 15593, 13603, 3022, 6178, 9037, 15334, 5105, 13623, 17476, 6040, 14095, 6744, 9971, 3019, 3215, 17077, 8498, 16691, 14792, 9833, 15971, 5207, 15469, 14975, 12523, 14840, 9290, 3713, 6019, 14024, 1288, 17279, 345, 11939, 17492, 11644, 8671, 1377, 8280, 15176, 206, 7838, 16101, 13607, 16118, 14728, 6402, 16292, 9727, 665, 8949, 10722, 12074, 15498, 5916, 9967, 9841, 9172, 12594, 16286, 3677, 14075, 11655, 16592, 15119, 11736, 6506, 15713, 11963, 17083, 4594, 5344, 8526, 8499, 6265, 15941, 14264, 16525, 15661, 397, 17546, 12757, 14518, 4156, 410, 16535, 9013, 11168, 15981, 10657, 16152, 7043, 6387, 4079, 13159, 2019, 14241, 17262, 15939, 4625, 7571, 601, 7483, 4491, 14146, 12267, 16819, 15353, 16822, 3874, 17296, 2682, 10721, 16854, 14802, 5761, 14022, 15526, 2407, 6720, 12044, 13673, 10061, 7269, 4172, 10999, 6330, 15138, 4394, 6686, 7095, 16608, 16583, 6422, 14914, 4730, 3494, 1309, 12424, 1810, 7684, 14814, 4232, 3509, 5445, 8004, 1030, 5524, 5244, 17206, 11607, 5297, 95, 1954, 3731, 3862, 1052, 6463, 3178, 15737, 3888, 7610, 2751, 13846, 1744, 16688, 457, 7786, 11814]",12
7224,Icvo S.A.S,7224,"[8461, 3024, 17124, 4753, 7245, 971, 16792, 14755, 16806, 13461, 13741, 6265, 12486, 8156, 9854, 1426, 7141, 2734, 15243, 16431, 7336, 16470, 14316, 17791, 2104, 5435, 7348, 12676, 10012, 14314, 2755, 9334, 2094, 16695, 1983, 824, 14554, 8726, 11932, 457, 5485, 509, 3319, 14610, 9338, 16554, 10107, 9684, 14847, 13740, 13657, 5525, 14689, 9858, 16158, 1591, 12682, 8500, 8188, 1318, 7499, 9166, 2959, 5605, 8336, 11255, 5357, 16700, 11651, 3785, 16424, 2017, 13158, 15829, 8702, 11945, 11778, 16745, 14531, 3306, 3444, 756, 10640, 6340, 5144, 1419, 13378, 5549, 5295, 13033, 8498, 9508, 4129, 11617, 12192, 14121, 15649, 4316, 1374, 15962, 11938, 3365, 3382, 7544, 338, 15100, 10618, 2744, 16961, 13876, 16810, 11621, 8469, 11565, 5140, 13570, 12051, 16530, 2667, 202, 14944, 9138, 990, 8484, 4691, 81, 7580]",6
7225,Id Logistics Les Herbiers,7225,"[302, 5416, 7273, 5089, 10188, 12946, 16040, 3543, 11070, 7751, 3261, 2425, 6172, 4137, 2661, 9971, 5337, 5819, 445, 3824, 10067, 8277, 15047, 12600, 14558, 15176, 113, 1181, 55]",12
7226,Idbi Bank Ltd.,7226,"[8896, 14996, 16030, 4561, 17635, 15825, 9446, 16432, 17457, 16026, 17234, 13781, 16008, 14959, 7149]",10
7227,Ide Technologies Ltd.,7227,"[13420, 14164, 1835, 1833, 267, 13826, 1002, 17389, 10342, 12944, 4230, 15177, 5858, 9187, 11542, 5889, 13581, 13875, 4657, 16931, 15799, 9058, 15058, 14128, 9087, 14145, 3440, 12976, 4650, 1199, 14141, 276, 17614, 7996, 960, 3209, 7282, 7535, 3293, 2965, 379, 3720, 15903, 14555, 17810, 1428, 14008, 8809, 10583, 14021, 3645, 376]",23
7228,Ideal Carpet Industries (Pvt.) Ltd.,7228,"[8391, 3029, 8329, 6006, 1206, 8290, 9413, 8169, 5170, 1496, 16481, 9136, 6066, 3882, 15964, 15956, 15273, 1255, 16626, 1352, 13877, 11882, 17639, 15088, 14173, 4018, 6198, 5731, 721, 2055, 630, 12808, 10157, 13793, 15215, 15887, 2329, 17602, 15609, 7416, 4553, 15090, 2816, 2839, 16527, 12927, 8234, 5912, 4815, 7440, 13683, 4052, 12124, 13362, 9670, 7875, 9896, 6902, 3560, 10297, 6530, 9145, 7277, 11024, 12179, 10132, 9085, 1138, 3632, 13201]",18
7229,Ideal Combination,7229,"[824, 292, 569, 15664, 13011, 7550, 4461, 2489, 10429]",14
7230,Ideal Industries,7230,"[4935, 92, 12189, 15891, 9384, 6952, 15644, 5232, 1352, 9413, 11005, 10780, 13776, 7956, 5896, 3627, 14586, 8938, 16516, 15185, 16926, 6067, 3516, 13955, 13794, 1200, 9913, 7632, 11740, 10150, 5024, 15715, 1817, 9492, 12488, 3721, 4532, 1138, 6272, 14332, 3827, 16255, 12021, 5057, 7979, 9461, 5892, 12417, 4018, 6308, 1244, 12666, 7950, 3033, 1255, 1212, 11701, 17809, 14498, 12867, 8794, 15609, 13074, 3882, 12179, 12696, 17638, 12080, 15956, 330, 11320, 14384, 9519, 4360, 16343, 1410, 4551, 10918, 13201, 11656, 11954, 6006, 10988, 8210, 3452, 17490, 8911, 12839, 420, 12095, 7511, 8315, 2056, 2055, 13452, 11684, 12586, 2839, 12755, 15252, 11330, 195, 3397, 13167, 16569, 7689, 5996]",18
7231,Ideal Marketing & Mfg. Corp,7231,"[10013, 9241, 8816, 3616, 118, 5192, 3206, 7541, 12674, 10170, 9482, 4178, 15539, 4686, 10261, 347]",13
7232,Ideal Produtos Quimicos Ltda,7232,"[9060, 4708, 118, 13007, 7208, 11946, 3238, 2300, 9677, 15030, 5892, 17249, 4415, 1863, 11932, 16444, 2209]",11
7233,Ideal Traders,7233,"[11027, 92, 630, 13628, 391, 13157, 14284, 560, 7695, 12592, 11026, 5268, 5645, 3645, 9401, 14126, 8276, 13865, 8839, 17344, 11202, 11010, 15672]",10
7234,Ideal Trading Co.,7234,"[634, 15013, 9895, 16493, 14323, 10292, 3983, 6389, 10036, 2673, 598, 13076, 5149, 14011, 6360, 5404, 12444, 14039, 5828, 9343, 3995, 2799, 13973, 5507, 3596, 557, 2926, 10346, 12374, 12059, 470, 5439, 13972, 15695, 13860, 14274, 6161, 4000, 14863, 9680, 3313, 1987, 627, 1844, 7360, 4764, 14086, 8133, 6047, 3619, 7767, 7233, 4201, 8396, 13370, 14177, 12781, 649, 1396, 9023, 2162, 92, 16463, 3999, 8696, 13506, 614, 4002, 17256, 3489, 8500, 13900, 860, 8669, 16068, 4380, 676, 8825, 10306, 17284, 4064, 8605, 11362, 6077, 7318, 13861, 4241, 13946, 4011, 593, 2853, 855, 12701, 13463, 9830, 15576, 13774, 8449, 71, 6432, 6556, 16976, 5340, 619]",10
7235,Ideal Tropical Food,7235,"[8445, 3260, 9087, 4168, 13045, 12853, 118, 8890]",13
7236,Ideatex Industria & Comercio Ltda,7236,"[9659, 3032, 14623, 3029, 4525, 13668, 7454, 15348, 5818, 8503, 331, 12755, 205, 14633, 3644, 7447, 5242, 10810, 13202, 7387, 7488, 5248, 14998, 10784, 2257, 3191, 10172, 16255, 4964, 11282, 15644, 7956, 6680, 15047, 10425, 7482, 13273, 1308, 7509, 1188, 3768, 10086, 16347, 1034, 4686]",18
7237,"Idemitsu Composite Engineering Plastics(Guangzhou) Co., Ltd.",7237,"[11120, 292, 4991, 16198, 17086, 4873, 15228, 8415, 9923, 2080, 17394, 8552, 10424, 3057, 14391, 14848, 8590, 1282, 5372, 16079, 15474, 15156, 1217, 12911, 14596, 10999, 4384, 15613, 9060, 9984, 11593, 13162, 7760, 92, 16626, 12552, 13464, 12022, 13578, 14445]",11
7238,Idex Chemical Sdn Bhd,7238,"[14820, 2771, 6364, 6494, 9832, 12337, 14053, 16149, 8278, 12430, 4423, 9991, 8419, 8963, 16965, 6484, 13940, 3539, 12182, 7062, 118, 8492, 8673, 16105, 1901, 4936, 549, 12646, 5049, 9960, 17306, 6636, 13117, 17196, 7701, 17327, 12784, 548, 15112, 7758, 13054, 7327, 14116, 1092, 10222, 13148, 9638, 8445, 9133, 16964, 10216, 4849, 13519, 6724, 1647, 535, 5135, 16114, 4187, 4708, 6415, 6690, 14822, 9961, 226, 12742, 8329]",21
7239,Idex Chemicals Sdn Bhd (880547 D),7239,"[1092, 8963, 92, 9677, 13919, 6724, 3349, 4526, 13117, 12182, 1944, 12070, 8492, 2521, 16774, 355, 13162, 17541, 9718, 1305, 8278, 6199, 2836, 11439, 16114, 17196, 15737, 17655, 15181, 8128]",21
7240,"Idi Composites (Shanghai) Co., Ltd.",7240,"[1484, 15700, 4461, 11774, 1217, 16616, 4549, 7751, 1653, 11806, 8635, 7660, 13161, 7296, 8150]",10
7241,Idrees Brothers,7241,"[7850, 7159, 16990, 11036, 4453, 6602]",11
7242,Idrees Imp. & Exp.,7242,"[15292, 9957, 16943, 10624, 17342, 624, 5169, 4747, 15293, 14124, 14184, 13459, 11120, 12491, 17357, 7694, 14127, 237, 7306, 12808, 1080, 17743, 14953, 193, 9812, 4319, 5693, 15416, 4224, 13750, 9215, 5676, 13958, 14221, 5697, 11221, 14104, 4746, 15571, 14171, 16819, 15300, 10606]",15
7243,"Idt Plastic Co., Ltd. In Guangzhou",7243,"[9984, 5719, 1580, 16616, 14596, 4873, 489, 15047, 11536, 92, 14334, 16343]",11
7244,Ifc Seafood,7244,"[4160, 13374, 12022, 17258, 3630, 2425]",11
7245,Ifs Neutral Maritime Srvc De Mexico,7245,"[4681, 10190, 12587, 92, 7212, 7024, 3072, 10243, 13167, 3087, 7223, 7646, 12597, 15477, 2094, 8595, 13514, 16984, 14609, 2390, 488, 14795, 12656, 7296, 612, 2255]",6
7246,Ig Machine And Fiber,7246,"[2900, 8037, 3975, 7149, 7148, 411, 9292, 9367, 11481, 3062, 8648, 9124]",21
7247,Ig Machine Rolled Roofing,7247,"[5768, 526, 12255, 7159, 13202, 10261, 12931]",11
7248,Iglesia De Jesucristo De Los Santos De Los Ultimos Dias En C,7248,"[8231, 10186, 3630, 15030, 15317, 11534, 14467, 10261, 13374, 13477]",21
7249,Iguasport Ltd.,7249,"[15053, 8065, 6949, 9743, 12957, 17373, 9037, 15047, 6826, 2544, 13766, 998, 9047, 15320, 8977, 16479, 1153, 10426, 3725, 264, 8510, 11241, 13425, 16616, 9079, 8189, 14311, 16392, 7611, 13859, 3983, 5834, 17756, 16472, 12827, 302, 737, 3977, 4479, 10984, 8937, 9095, 8820, 17180, 5835, 6084, 7599, 15037, 9516, 8505, 3767, 15549, 13108, 5670, 4953, 16368, 1154]",22
7250,Iguasport Ltda,7250,"[754, 13025, 2544, 15633, 12827, 10581, 13134, 2502, 11211, 4947, 17301, 16884, 607, 14198, 9047, 13045, 5835, 2387, 11079, 6461, 16310, 12214, 14619, 4923, 10167, 16873, 3848, 4322, 2314, 4479, 14317, 312, 15037, 13108, 5647, 3522, 8937, 4093, 264, 9147, 13379, 7536, 10018, 14842, 716, 10768, 8343, 4308, 14318, 4350, 1217, 7155, 263, 17373, 7612, 17247, 5547, 1942, 6949, 1083, 547, 12645, 302, 1592]",22
7251,Ihsaan Hafeez Ltd.,7251,"[1217, 6558, 15416]",14
7252,Ihsan Sons (Pvt) Ltd.,7252,"[8425, 17179, 14661, 13497, 7724, 10804, 118, 13397, 5472, 5583, 12469]",15
7253,Iic For Steel Plants Management Lan,7253,"[20, 11038, 16515, 7652, 5918, 6558, 9016, 11036, 11268, 7651, 15047, 9411, 11216, 13374]",14
7254,"Iida (Changchun) Rubber Co., Ltd.",7254,"[3630, 15597, 13468, 7304, 10266, 15477, 16255, 15830, 15841, 7775, 16611, 3982, 12723, 6556, 12550, 12949]",11
7255,Iida(Foshan) Industry?Co. Ltd.,7255,"[14106, 10781, 5692, 13167, 7228, 17609, 14056, 7404, 9571, 5472, 8445, 13172, 8150, 13362, 111, 7775, 1958, 9999, 9417, 6804, 17545, 11969, 14053, 4331, 8234, 3644, 7447, 17063, 5232, 13917, 2920, 205, 12021, 8622]",18
7256,Iigm Private Ltd.,7256,"[9115, 16594, 8490, 7885, 17587, 15571, 2833, 15377, 6109, 6783, 3677, 10790, 5129, 8102, 5953, 10863, 15089, 9536, 7741, 11777, 3928, 12740, 11284, 5854, 13786, 6862, 8546, 13695, 3885, 3789, 9228, 4148, 17651, 14861, 5924, 5238, 4034, 329, 5754, 6684, 12589, 9874, 8701, 6767, 766, 9751, 16963, 6036, 11190, 7592, 9240, 15947, 3305, 14733, 8445, 8574, 15026, 7128, 5905, 6675, 10654, 1776, 14459, 12019, 4585, 2757, 11602, 497, 5902, 7408, 2199, 789, 10565, 9841, 9646, 12637, 5800, 1119, 13194, 9842, 7124, 803, 8475, 14386, 2978, 16064, 5442, 11481, 10717, 12800, 14468, 11813, 2518, 7545]",14
7257,Ik Plastic Compound Mexico Sa De Cv,7257,"[2095, 17823, 947, 4133, 1217, 6845, 11593, 14596, 7764, 4504, 7024, 11071, 3048, 8416, 92, 13681, 531, 13033, 15143, 11778, 3249, 9477, 3644, 7149]",6
7258,Ikea Distr. Dc2 Piacenza (236),7258,"[7198, 10292, 2425, 14919, 8445]",10
7259,Ikea Distr.Dc2 Piacenza (236),7259,"[4917, 3766, 4551, 1514]",10
7260,Ikea Distributioin Services,7260,"[2824, 13202, 1392, 17138, 302, 12634, 7159, 9060, 4107, 9822, 234, 8467, 3932, 7467, 16435, 14279, 10186, 4067, 15932, 6355, 4464, 7264, 16255]",22
7261,Ikea Distribution Service(Shanghai),7261,"[354, 16369, 16300, 3840, 4067, 16616, 4107, 7634, 11895, 3932, 16820, 4708, 11004, 8463, 4038, 2731, 14584, 16307, 11504, 2582, 16317, 5835, 411, 5897, 14518, 8879, 17152, 10677, 8976, 16255]",22
7262,Ikea Distribution Services,7262,"[16317, 4513, 8445, 302, 5306, 7261, 262, 831, 9316, 5455, 9093, 2723, 10129, 2731, 4463, 9822, 15030, 5208, 16237, 16444, 10784, 12423]",22
7263,Ikea Distribution Services Gmb H,7263,"[10178, 10261, 12229, 118, 3630, 16369, 81, 4114, 9228, 5455, 12509, 92, 3072, 2731, 15030, 4164, 4116, 2583, 7261, 4551, 7198, 234, 4461, 15047]",22
7264,Ikea Distribution Services Inc.,7264,"[302, 92, 8453, 16504, 7333, 16101, 13088, 11884, 9059, 1993, 1112, 1392, 10784, 1444, 9618, 11504, 10186, 4096, 497, 2583, 262, 16444, 11315]",22
7265,Ikea India Private Ltd.,7265,"[15247, 970, 7449, 16669, 14467, 10077, 11922, 1880, 7697, 5855, 14559, 12863, 5442, 16056, 4140, 6783, 5522, 15089, 11029, 5805, 17278, 7741, 9115, 11901, 6615, 5612, 8805, 2978, 10943, 16487, 1649, 5768, 8979, 3902, 2732, 7387, 6527, 5860, 16689, 8284, 9728, 11869, 15161, 7124, 15859, 6311, 7391, 16589, 16496, 8212, 15511]",14
7266,Ikea Supply (Middle East ) Dwc Llc,7266,"[92, 7270, 12657, 9933, 12509, 11120]",13
7267,Ikea Supply (Middle East) Dwc Llc,7267,"[6558, 12509, 7271]",14
7268,Ikea Supply Ag (345),7268,"[6701, 201, 8840, 6499, 2070, 4493, 1115, 1060, 11514]",10
7269,Ikea Supply Ag Ikea Distribution Se,7269,"[11733, 81, 10784, 7768, 4067, 5208, 15047, 11071, 10186, 14474, 3644, 16444]",22
7270,Ikea Supply Ag(019),7270,"[1115, 6274, 6558, 11120, 1060, 9128, 15575, 15901, 12377, 16543, 3630, 15711, 16561, 14474, 14158, 8408, 10114, 3746, 7269, 118]",13
7271,Ikea Supply Ag(345),7271,"[10334, 16561, 15575, 92, 8408, 14248, 118, 302, 14269, 14187, 3644, 1217, 17205, 16444, 14476, 14794, 9128]",11
7272,Ikem Corporation,7272,"[10763, 7271, 14539, 14480, 7237, 12461, 8025, 7267, 14479, 1142, 212, 538, 7258, 13435, 8567, 14446, 17377, 9906, 3367, 13434, 13017, 10563, 2213]",13
7273,Ikki Logistics S.A. De C.V.,7273,"[14199, 11378, 2867, 12375, 397, 5262, 8219, 13932, 12201, 13437, 12276, 13623, 1288, 864, 3194, 10887, 5142, 3285, 5602, 17552, 10642, 1051, 11266, 5619, 7749, 2916, 12871, 9469, 15471, 11398, 7149, 2746, 14027, 7757, 10287, 12273, 2811, 12320, 17688, 13419, 13041, 14198, 17250, 8403, 10966, 15941, 17239, 10188, 10066, 6172, 11074, 2858, 13931, 17206, 6082, 15549, 8955, 15298, 6411, 10910, 11894, 16789, 10069, 16540, 9299, 1235, 15962, 14711, 12494, 13369, 1818, 9204, 16565, 714, 2137, 14238, 5587, 9220, 12313, 3520, 12284, 5354, 9096, 4174, 3824]",12
7274,Iko Calgary,7274,[15477],14
7275,Iko Europe,7275,"[13233, 7184, 17864, 16702, 14742, 8758, 13240, 19, 16650, 11133, 14744, 7410, 10682, 11193, 164, 17889, 10709, 15085, 14669, 15865, 15447, 12813, 14363, 11135, 8454, 17855, 7776, 11158, 17576, 7175, 7186, 15048, 16755, 10273, 8130, 11380, 17012, 15439, 13265, 15049, 9390, 11141, 7176, 11156, 13246, 7177, 16960, 7196, 8128, 12638, 12535, 15457, 7727, 13260, 10839, 13237, 7183, 17946, 11151, 12005, 10832, 7189, 7779, 13236, 11154, 8768, 16140, 17856, 13261, 11142, 9852, 11105, 7893, 8268, 9111, 8760, 8948, 7173, 12538, 18020]",4
7276,Iko Hawkesbury,7276,[16943],15
7277,Iko Industries Ltd.,7277,"[4889, 14987, 926, 12809, 12502, 14986, 17762, 8323, 4099, 11578, 7518, 1244, 703, 13661, 5057, 6260, 16287, 8947, 16363, 9085, 14173, 5293, 15644, 17506, 16151, 17622, 12384, 847, 5957, 5600, 7404, 6530, 250, 2644, 1210, 14332, 9126, 9896, 12503, 15157, 8741, 660, 7852, 8580, 5532, 12745, 8467, 8911, 7509, 17602, 999, 14204, 12074, 15088, 231, 17412, 8315, 3445, 4525, 404, 14621, 3524, 1308, 16095, 4360, 6908, 10135, 1008, 12608, 12089, 11270, 11323, 5912, 3029, 3032, 16434, 15108, 16487, 16616, 14039, 16086, 7998, 14540, 8311, 2280, 464, 7278, 13938, 10781, 6067, 15160, 11976, 12586, 7516, 15210, 11332, 6335, 16255, 12992, 14498, 14042, 7416, 9038, 6834, 8178, 1034, 14755, 4815, 12248, 2834, 2056, 8189, 1402, 3632, 3456, 7875, 7911, 1261, 10489, 8324, 17558, 15535, 7957, 15294, 17495, 12189, 14223, 4018, 11297, 11005, 15956, 7890, 10758, 15123, 12796]",18
7278,Iko Midwest Inc.,7278,"[8231, 9933, 7277, 4914, 4525]",18
7279,Iko Pacific Inc.,7279,"[12499, 16764, 1789, 6009, 16435, 897, 526, 16604, 11378, 1675, 262]",11
7280,Iko Production Inc.,7280,"[3954, 17498, 9866, 5741, 6355, 14835, 7634, 3887, 3755, 13167, 12017, 16626, 4370, 6113, 13846, 11963, 7917, 16663, 7223, 13368, 11780, 9076, 4274, 5915, 11836, 2827, 5392, 10462, 13084, 1297, 16264, 13082, 14616]",11
7281,Iko Southeast Inc.,7281,"[7041, 6996, 15030, 8643, 14772, 6558, 14765, 16024, 1217, 8338]",13
